# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000002721	ENSCAFG00000002721	ENSCAFT00000004307	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002875	ENSCAFG00000002875	ENSCAFT00000004598	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002894	ENSCAFG00000002894	ENSCAFT00000004646	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000002894	ENSCAFG00000002894	ENSCAFT00000044537	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002944	ENSCAFG00000002944	ENSCAFT00000004714	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000003036	ENSCAFG00000003036	ENSCAFT00000004882	pseudogene	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000003039	ENSCAFG00000003039	ENSCAFT00000004889	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000003047	ENSCAFG00000003047	ENSCAFT00000004900	protein_coding	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003077	ENSCAFG00000003077	ENSCAFT00000004939	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003222	ENSCAFG00000003222	ENSCAFT00000005182	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003240	ENSCAFG00000003240	ENSCAFT00000005203	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003371	ENSCAFG00000003371	ENSCAFT00000043326	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003392	ENSCAFG00000003392	ENSCAFT00000005444	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003395	ENSCAFG00000003395	ENSCAFT00000005447	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003642	ENSCAFG00000003642	ENSCAFT00000005861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003642	ENSCAFG00000003642	ENSCAFT00000039627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003668	ENSCAFG00000003668	ENSCAFT00000037531	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000003792	ENSCAFG00000003792	ENSCAFT00000006120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003796	ENSCAFG00000003796	ENSCAFT00000006097	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003912	ENSCAFG00000003912	ENSCAFT00000006288	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003912	ENSCAFG00000003912	ENSCAFT00000049909	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003994	ENSCAFG00000003994	ENSCAFT00000006396	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004021	ENSCAFG00000004021	ENSCAFT00000006452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000004021	ENSCAFG00000004021	ENSCAFT00000046287	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000004205	ENSCAFG00000004205	ENSCAFT00000006752	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004205	ENSCAFG00000004205	ENSCAFT00000006753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004242	ENSCAFG00000004242	ENSCAFT00000006818	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004388	ENSCAFG00000004388	ENSCAFT00000007069	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004411	ENSCAFG00000004411	ENSCAFT00000007100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000004463	ENSCAFG00000004463	ENSCAFT00000007197	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004548	ENSCAFG00000004548	ENSCAFT00000007319	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004550	ENSCAFG00000004550	ENSCAFT00000007321	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSCAFG00000004551	ENSCAFG00000004551	ENSCAFT00000007322	pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004552	ENSCAFG00000004552	ENSCAFT00000007325	pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000004735	ENSCAFG00000004735	ENSCAFT00000007616	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004735	ENSCAFG00000004735	ENSCAFT00000037850	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004745	ENSCAFG00000004745	ENSCAFT00000007636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005040	ENSCAFG00000005040	ENSCAFT00000045454	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005131	ENSCAFG00000005131	ENSCAFT00000008251	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000005131	ENSCAFG00000005131	ENSCAFT00000049507	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000005164	ENSCAFG00000005164	ENSCAFT00000024319	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005278	ENSCAFG00000005278	ENSCAFT00000008511	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005298	ENSCAFG00000005298	ENSCAFT00000008538	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005305	ENSCAFG00000005305	ENSCAFT00000008548	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005305	ENSCAFG00000005305	ENSCAFT00000008554	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000005307	ENSCAFG00000005307	ENSCAFT00000029311	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005319	ENSCAFG00000005319	ENSCAFT00000008565	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005355	ENSCAFG00000005355	ENSCAFT00000008617	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005360	ENSCAFG00000005360	ENSCAFT00000008623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005387	ENSCAFG00000005387	ENSCAFT00000008663	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005407	ENSCAFG00000005407	ENSCAFT00000008696	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005417	ENSCAFG00000005417	ENSCAFT00000008712	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005446	ENSCAFG00000005446	ENSCAFT00000008758	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005456	ENSCAFG00000005456	ENSCAFT00000008788	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005504	ENSCAFG00000005504	ENSCAFT00000008873	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005538	ENSCAFG00000005538	ENSCAFT00000008925	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005575	ENSCAFG00000005575	ENSCAFT00000008984	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005582	ENSCAFG00000005582	ENSCAFT00000008994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005596	ENSCAFG00000005596	ENSCAFT00000009010	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005599	ENSCAFG00000005599	ENSCAFT00000009017	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005637	ENSCAFG00000005637	ENSCAFT00000009067	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000009249	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000009252	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000049028	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000049432	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005774	ENSCAFG00000005774	ENSCAFT00000009308	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005774	ENSCAFG00000005774	ENSCAFT00000009312	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005787	ENSCAFG00000005787	ENSCAFT00000009323	protein_coding	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005792	ENSCAFG00000005792	ENSCAFT00000009327	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005818	ENSCAFG00000005818	ENSCAFT00000009388	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005818	ENSCAFG00000005818	ENSCAFT00000049163	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005845	ENSCAFG00000005845	ENSCAFT00000009428	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000005912	ENSCAFG00000005912	ENSCAFT00000009566	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005986	ENSCAFG00000005986	ENSCAFT00000009659	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006053	ENSCAFG00000006053	ENSCAFT00000009789	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006110	ENSCAFG00000006110	ENSCAFT00000009888	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000006177	ENSCAFG00000006177	ENSCAFT00000009993	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000006263	ENSCAFG00000006263	ENSCAFT00000010131	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000006403	ENSCAFG00000006403	ENSCAFT00000010339	pseudogene	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000006576	ENSCAFG00000006576	ENSCAFT00000010609	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006576	ENSCAFG00000006576	ENSCAFT00000010630	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006576	ENSCAFG00000006576	ENSCAFT00000010643	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006580	ENSCAFG00000006580	ENSCAFT00000010627	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006580	ENSCAFG00000006580	ENSCAFT00000010628	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006639	ENSCAFG00000006639	ENSCAFT00000010702	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006639	ENSCAFG00000006639	ENSCAFT00000010704	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006663	ENSCAFG00000006663	ENSCAFT00000024318	protein_coding	1	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	2	0	0	0	0	0	0
ENSCAFG00000006667	ENSCAFG00000006667	ENSCAFT00000010743	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000006700	ENSCAFG00000006700	ENSCAFT00000010781	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006726	ENSCAFG00000006726	ENSCAFT00000010819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006817	ENSCAFG00000006817	ENSCAFT00000037389	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000006821	ENSCAFG00000006821	ENSCAFT00000010995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006821	ENSCAFG00000006821	ENSCAFT00000010996	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006856	ENSCAFG00000006856	ENSCAFT00000011030	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006899	ENSCAFG00000006899	ENSCAFT00000011082	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007081	ENSCAFG00000007081	ENSCAFT00000011351	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0
ENSCAFG00000007094	ENSCAFG00000007094	ENSCAFT00000011376	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007154	ENSCAFG00000007154	ENSCAFT00000011515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007194	ENSCAFG00000007194	ENSCAFT00000011527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007214	ENSCAFG00000007214	ENSCAFT00000011565	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007232	ENSCAFG00000007232	ENSCAFT00000011600	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007232	ENSCAFG00000007232	ENSCAFT00000042793	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007270	ENSCAFG00000007270	ENSCAFT00000011648	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007307	ENSCAFG00000007307	ENSCAFT00000011689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007369	ENSCAFG00000007369	ENSCAFT00000011795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007401	ENSCAFG00000007401	ENSCAFT00000011873	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007436	ENSCAFG00000007436	ENSCAFT00000011918	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007505	ENSCAFG00000007505	ENSCAFT00000012020	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007505	ENSCAFG00000007505	ENSCAFT00000045799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007544	ENSCAFG00000007544	ENSCAFT00000012070	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007675	ENSCAFG00000007675	ENSCAFT00000012301	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007705	ENSCAFG00000007705	ENSCAFT00000012556	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007743	ENSCAFG00000007743	ENSCAFT00000012389	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
ENSCAFG00000007808	ENSCAFG00000007808	ENSCAFT00000012468	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007808	ENSCAFG00000007808	ENSCAFT00000036248	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007808	ENSCAFG00000007808	ENSCAFT00000047120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007811	ENSCAFG00000007811	ENSCAFT00000019394	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000007873	ENSCAFG00000007873	ENSCAFT00000012611	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007873	ENSCAFG00000007873	ENSCAFT00000047961	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007878	ENSCAFG00000007878	ENSCAFT00000012585	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007984	ENSCAFG00000007984	ENSCAFT00000012752	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008018	ENSCAFG00000008018	ENSCAFT00000012820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008063	ENSCAFG00000008063	ENSCAFT00000012863	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008133	ENSCAFG00000008133	ENSCAFT00000012946	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008260	ENSCAFG00000008260	ENSCAFT00000037747	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000008290	ENSCAFG00000008290	ENSCAFT00000013144	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008403	ENSCAFG00000008403	ENSCAFT00000013345	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008448	ENSCAFG00000008448	ENSCAFT00000013469	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000008453	ENSCAFG00000008453	ENSCAFT00000013416	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008458	ENSCAFG00000008458	ENSCAFT00000013422	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSCAFG00000008484	ENSCAFG00000008484	ENSCAFT00000013471	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008655	ENSCAFG00000008655	ENSCAFT00000013731	protein_coding	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008662	ENSCAFG00000008662	ENSCAFT00000013744	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008741	ENSCAFG00000008741	ENSCAFT00000014024	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008882	ENSCAFG00000008882	ENSCAFT00000014091	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008920	ENSCAFG00000008920	ENSCAFT00000014158	pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008938	ENSCAFG00000008938	ENSCAFT00000014198	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008938	ENSCAFG00000008938	ENSCAFT00000047634	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008955	ENSCAFG00000008955	ENSCAFT00000014222	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008955	ENSCAFG00000008955	ENSCAFT00000049829	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009018	ENSCAFG00000009018	ENSCAFT00000014339	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000009099	ENSCAFG00000009099	ENSCAFT00000014478	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009135	ENSCAFG00000009135	ENSCAFT00000014518	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000009135	ENSCAFG00000009135	ENSCAFT00000048582	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000009172	ENSCAFG00000009172	ENSCAFT00000014588	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009198	ENSCAFG00000009198	ENSCAFT00000014622	pseudogene	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000009222	ENSCAFG00000009222	ENSCAFT00000014664	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
