# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000023257	ENSCAFG00000023257	ENSCAFT00000035641	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000023374	ENSCAFG00000023374	ENSCAFT00000022011	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000023418	ENSCAFG00000023418	ENSCAFT00000035986	pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023431	ENSCAFG00000023431	ENSCAFT00000004007	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023431	ENSCAFG00000023431	ENSCAFT00000004008	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023526	ENSCAFG00000023526	ENSCAFT00000036181	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000023541	ENSCAFG00000023541	ENSCAFT00000009381	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023652	ENSCAFG00000023652	ENSCAFT00000001791	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000023660	ENSCAFG00000023660	ENSCAFT00000015303	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000023751	ENSCAFG00000023751	ENSCAFT00000036728	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023850	ENSCAFG00000023850	ENSCAFT00000036896	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023850	ENSCAFG00000023850	ENSCAFT00000046419	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000024085	ENSCAFG00000024085	ENSCAFT00000037289	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000024245	ENSCAFG00000024245	ENSCAFT00000019971	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSCAFG00000024259	ENSCAFG00000024259	ENSCAFT00000022190	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000024259	ENSCAFG00000024259	ENSCAFT00000048435	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000024427	ENSCAFG00000024427	ENSCAFT00000004784	protein_coding	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
ENSCAFG00000024444	ENSCAFG00000024444	ENSCAFT00000037740	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000024497	ENSCAFG00000024497	ENSCAFT00000037810	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000024512	ENSCAFG00000024512	ENSCAFT00000005106	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000024630	ENSCAFG00000024630	ENSCAFT00000037983	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000024677	ENSCAFG00000024677	ENSCAFT00000038067	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000024677	ENSCAFG00000024677	ENSCAFT00000038068	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000024681	ENSCAFG00000024681	ENSCAFT00000016938	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000024720	ENSCAFG00000024720	ENSCAFT00000021466	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025020	ENSCAFG00000025020	ENSCAFT00000038735	pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025052	ENSCAFG00000025052	ENSCAFT00000038703	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025052	ENSCAFG00000025052	ENSCAFT00000038820	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025063	ENSCAFG00000025063	ENSCAFT00000038838	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000025123	ENSCAFG00000025123	ENSCAFT00000038938	protein_coding	0	0	1	6	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3
ENSCAFG00000025142	ENSCAFG00000025142	ENSCAFT00000038971	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000025201	ENSCAFG00000025201	ENSCAFT00000014146	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025219	ENSCAFG00000025219	ENSCAFT00000039091	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000025274	ENSCAFG00000025274	ENSCAFT00000039191	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000025295	ENSCAFG00000025295	ENSCAFT00000039232	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000025568	ENSCAFG00000025568	ENSCAFT00000019486	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSCAFG00000025580	ENSCAFG00000025580	ENSCAFT00000010419	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000025589	ENSCAFG00000025589	ENSCAFT00000039852	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025773	ENSCAFG00000025773	ENSCAFT00000040056	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000025879	ENSCAFG00000025879	ENSCAFT00000040162	snoRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000026311	ENSCAFG00000026311	ENSCAFT00000040594	snRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000026313	ENSCAFG00000026313	ENSCAFT00000040596	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000026402	ENSCAFG00000026402	ENSCAFT00000040685	snoRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000026695	ENSCAFG00000026695	ENSCAFT00000040978	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000026723	ENSCAFG00000026723	ENSCAFT00000041006	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000026796	ENSCAFG00000026796	ENSCAFT00000041079	miRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000027020	ENSCAFG00000027020	ENSCAFT00000041303	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000027099	ENSCAFG00000027099	ENSCAFT00000041382	snRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000027353	ENSCAFG00000027353	ENSCAFT00000041636	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000027417	ENSCAFG00000027417	ENSCAFT00000041700	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000027752	ENSCAFG00000027752	ENSCAFT00000042035	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000027799	ENSCAFG00000027799	ENSCAFT00000042082	snoRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000027862	ENSCAFG00000027862	ENSCAFT00000042145	snRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000027944	ENSCAFG00000027944	ENSCAFT00000042227	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000028108	ENSCAFG00000028108	ENSCAFT00000042391	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000028157	ENSCAFG00000028157	ENSCAFT00000042440	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000028290	ENSCAFG00000028290	ENSCAFT00000042573	misc_RNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028303	ENSCAFG00000028303	ENSCAFT00000042586	snRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028329	ENSCAFG00000028329	ENSCAFT00000042612	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000028582	ENSCAFG00000028582	ENSCAFT00000042953	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028629	ENSCAFG00000028629	ENSCAFT00000001863	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000028721	ENSCAFG00000028721	ENSCAFT00000043170	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028772	ENSCAFG00000028772	ENSCAFT00000043280	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000028784	ENSCAFG00000028784	ENSCAFT00000021406	pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSCAFG00000028806	ENSCAFG00000028806	ENSCAFT00000046383	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028808	ENSCAFG00000028808	ENSCAFT00000016360	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000028830	ENSCAFG00000028830	ENSCAFT00000043395	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000028850	ENSCAFG00000028850	ENSCAFT00000037674	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028863	ENSCAFG00000028863	ENSCAFT00000043442	miRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028883	ENSCAFG00000028883	ENSCAFT00000043467	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000028897	ENSCAFG00000028897	ENSCAFT00000043484	misc_RNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028926	ENSCAFG00000028926	ENSCAFT00000042948	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028926	ENSCAFG00000028926	ENSCAFT00000048086	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028959	ENSCAFG00000028959	ENSCAFT00000046126	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029090	ENSCAFG00000029090	ENSCAFT00000043805	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029128	ENSCAFG00000029128	ENSCAFT00000043885	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029138	ENSCAFG00000029138	ENSCAFT00000044717	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000029221	ENSCAFG00000029221	ENSCAFT00000049209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029236	ENSCAFG00000029236	ENSCAFT00000037110	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029257	ENSCAFG00000029257	ENSCAFT00000045737	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029294	ENSCAFG00000029294	ENSCAFT00000047946	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000029324	ENSCAFG00000029324	ENSCAFT00000043151	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000029339	ENSCAFG00000029339	ENSCAFT00000037922	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000029384	ENSCAFG00000029384	ENSCAFT00000043311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029437	ENSCAFG00000029437	ENSCAFT00000044425	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000029455	ENSCAFG00000029455	ENSCAFT00000047707	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029479	ENSCAFG00000029479	ENSCAFT00000044202	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000029501	ENSCAFG00000029501	ENSCAFT00000044535	misc_RNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029521	ENSCAFG00000029521	ENSCAFT00000017905	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000029547	ENSCAFG00000029547	ENSCAFT00000048553	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029568	ENSCAFG00000029568	ENSCAFT00000022855	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029569	ENSCAFG00000029569	ENSCAFT00000049607	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000029629	ENSCAFG00000029629	ENSCAFT00000044762	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029685	ENSCAFG00000029685	ENSCAFT00000044063	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000029852	ENSCAFG00000029852	ENSCAFT00000047108	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000029877	ENSCAFG00000029877	ENSCAFT00000043197	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030008	ENSCAFG00000030008	ENSCAFT00000046769	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000030048	ENSCAFG00000030048	ENSCAFT00000048035	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030057	ENSCAFG00000030057	ENSCAFT00000048713	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000030061	ENSCAFG00000030061	ENSCAFT00000045545	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000030085	ENSCAFG00000030085	ENSCAFT00000049206	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030093	ENSCAFG00000030093	ENSCAFT00000044463	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000030218	ENSCAFG00000030218	ENSCAFT00000045786	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030266	ENSCAFG00000030266	ENSCAFT00000039099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030268	ENSCAFG00000030268	ENSCAFT00000045877	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030286	ENSCAFG00000030286	ENSCAFT00000009976	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030286	ENSCAFG00000030286	ENSCAFT00000022860	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030287	ENSCAFG00000030287	ENSCAFT00000043523	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030295	ENSCAFG00000030295	ENSCAFT00000045914	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000030338	ENSCAFG00000030338	ENSCAFT00000046545	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030362	ENSCAFG00000030362	ENSCAFT00000048014	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030420	ENSCAFG00000030420	ENSCAFT00000046100	misc_RNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030467	ENSCAFG00000030467	ENSCAFT00000037933	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000030503	ENSCAFG00000030503	ENSCAFT00000044460	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030524	ENSCAFG00000030524	ENSCAFT00000045407	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030539	ENSCAFG00000030539	ENSCAFT00000044027	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030543	ENSCAFG00000030543	ENSCAFT00000043173	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030634	ENSCAFG00000030634	ENSCAFT00000044917	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030670	ENSCAFG00000030670	ENSCAFT00000048906	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030672	ENSCAFG00000030672	ENSCAFT00000046565	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030674	ENSCAFG00000030674	ENSCAFT00000037716	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000030753	ENSCAFG00000030753	ENSCAFT00000044107	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000031030	ENSCAFG00000031030	ENSCAFT00000045878	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000031032	ENSCAFG00000031032	ENSCAFT00000047145	snRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031089	ENSCAFG00000031089	ENSCAFT00000048823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000031122	ENSCAFG00000031122	ENSCAFT00000045646	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031146	ENSCAFG00000031146	ENSCAFT00000043449	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031153	ENSCAFG00000031153	ENSCAFT00000048559	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031205	ENSCAFG00000031205	ENSCAFT00000048305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000031263	ENSCAFG00000031263	ENSCAFT00000047530	miRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031273	ENSCAFG00000031273	ENSCAFT00000023586	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031277	ENSCAFG00000031277	ENSCAFT00000045580	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000031412	ENSCAFG00000031412	ENSCAFT00000048601	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031412	ENSCAFG00000031412	ENSCAFT00000048949	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031488	ENSCAFG00000031488	ENSCAFT00000000832	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000031490	ENSCAFG00000031490	ENSCAFT00000047905	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031495	ENSCAFG00000031495	ENSCAFT00000010265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031495	ENSCAFG00000031495	ENSCAFT00000044486	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031561	ENSCAFG00000031561	ENSCAFT00000048032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000031577	ENSCAFG00000031577	ENSCAFT00000048062	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031689	ENSCAFG00000031689	ENSCAFT00000048292	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000031784	ENSCAFG00000031784	ENSCAFT00000048333	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000031808	ENSCAFG00000031808	ENSCAFT00000045726	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000031811	ENSCAFG00000031811	ENSCAFT00000033904	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000031885	ENSCAFG00000031885	ENSCAFT00000048472	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031948	ENSCAFG00000031948	ENSCAFT00000048700	miRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031984	ENSCAFG00000031984	ENSCAFT00000048776	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000032034	ENSCAFG00000032034	ENSCAFT00000044330	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000032039	ENSCAFG00000032039	ENSCAFT00000047825	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000032069	ENSCAFG00000032069	ENSCAFT00000048932	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000032104	ENSCAFG00000032104	ENSCAFT00000048993	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000032116	ENSCAFG00000032116	ENSCAFT00000049009	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000032123	ENSCAFG00000032123	ENSCAFT00000048964	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000032137	ENSCAFG00000032137	ENSCAFT00000044706	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
