# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DDB1	ENSCAFG00000016264	ENSCAFT00000025824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDB1	ENSCAFG00000016264	ENSCAFT00000049486	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDC	ENSCAFG00000003400	ENSCAFT00000005479	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDIT4L	ENSCAFG00000010626	ENSCAFT00000016893	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDIT4L	ENSCAFG00000010626	ENSCAFT00000047062	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDOST	ENSCAFG00000015041	ENSCAFT00000023880	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDR1	ENSCAFG00000000448	ENSCAFT00000000714	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DDR1	ENSCAFG00000000448	ENSCAFT00000044691	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DDX49	ENSCAFG00000014512	ENSCAFT00000023054	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DDX50	ENSCAFG00000013776	ENSCAFT00000021867	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDX50	ENSCAFG00000013776	ENSCAFT00000038045	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DEFB136	ENSCAFG00000024709	ENSCAFT00000038141	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEGS2	ENSCAFG00000017891	ENSCAFT00000028388	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEK	ENSCAFG00000010184	ENSCAFT00000016168	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DENND1A	ENSCAFG00000020227	ENSCAFT00000032215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DENND1A	ENSCAFG00000020227	ENSCAFT00000047545	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DENND1C	ENSCAFG00000018636	ENSCAFT00000029583	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DENND2C	ENSCAFG00000009494	ENSCAFT00000015090	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
DENND2C	ENSCAFG00000009494	ENSCAFT00000015094	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
DENND6B	ENSCAFG00000000629	ENSCAFT00000000971	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
DEPTOR	ENSCAFG00000000885	ENSCAFT00000001377	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DEPTOR	ENSCAFG00000000885	ENSCAFT00000043181	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DEUP1	ENSCAFG00000004239	ENSCAFT00000006803	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DEUP1	ENSCAFG00000004239	ENSCAFT00000039678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGAT2	ENSCAFG00000005365	ENSCAFT00000008641	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DGKB	ENSCAFG00000002402	ENSCAFT00000044090	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DGKD	ENSCAFG00000011816	ENSCAFT00000018758	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKQ	ENSCAFG00000016708	ENSCAFT00000036168	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
DHPS	ENSCAFG00000017245	ENSCAFT00000027315	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DHRS1	ENSCAFG00000032262	ENSCAFT00000043307	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DIAPH2	ENSCAFG00000017479	ENSCAFT00000035655	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DIP2C	ENSCAFG00000005624	ENSCAFT00000009094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DIP2C	ENSCAFG00000005624	ENSCAFT00000044342	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DIS3L2	ENSCAFG00000011170	ENSCAFT00000017770	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DKK3	ENSCAFG00000007845	ENSCAFT00000012527	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DLG1	ENSCAFG00000013275	ENSCAFT00000021165	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DLG1	ENSCAFG00000013275	ENSCAFT00000021175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DLL1	ENSCAFG00000004094	ENSCAFT00000006563	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DLX5	ENSCAFG00000002191	ENSCAFT00000003444	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019948	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019984	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DMRT1	ENSCAFG00000001982	ENSCAFT00000003142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DNAH10	ENSCAFG00000007042	ENSCAFT00000011327	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DNAH10	ENSCAFG00000007042	ENSCAFT00000011334	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DNAH10	ENSCAFG00000007042	ENSCAFT00000047816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DNAH6	ENSCAFG00000007917	ENSCAFT00000012666	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000016761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000045430	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000045656	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DNAH8	ENSCAFG00000001518	ENSCAFT00000002400	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
DNAH8	ENSCAFG00000001518	ENSCAFT00000049946	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
DNAH8	ENSCAFG00000001518	ENSCAFT00000050024	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
DNAJA3	ENSCAFG00000019212	ENSCAFT00000030498	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DNAJA3	ENSCAFG00000019212	ENSCAFT00000045462	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DNAJC4	ENSCAFG00000014580	ENSCAFT00000023140	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DNAJC4	ENSCAFG00000014580	ENSCAFT00000023141	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DNAJC7	ENSCAFG00000015749	ENSCAFT00000024959	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
DNAJC7	ENSCAFG00000015749	ENSCAFT00000048870	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DNER	ENSCAFG00000010548	ENSCAFT00000016763	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
DNER	ENSCAFG00000010548	ENSCAFT00000044544	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
DNMBP	ENSCAFG00000009561	ENSCAFT00000015184	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOCK1	ENSCAFG00000013062	ENSCAFT00000020801	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DOCK1	ENSCAFG00000013062	ENSCAFT00000020816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOCK2	ENSCAFG00000016982	ENSCAFT00000026895	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
DOCK3	ENSCAFG00000010229	ENSCAFT00000016280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOCK3	ENSCAFG00000010229	ENSCAFT00000049081	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOCK4	ENSCAFG00000003307	ENSCAFT00000005304	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DOCK6	ENSCAFG00000017507	ENSCAFT00000027751	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DOCK6	ENSCAFG00000017507	ENSCAFT00000042907	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DOCK7	ENSCAFG00000018765	ENSCAFT00000029816	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
DOCK7	ENSCAFG00000018765	ENSCAFT00000045273	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
DOCK9	ENSCAFG00000005730	ENSCAFT00000009311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOHH	ENSCAFG00000019225	ENSCAFT00000030513	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DOK7	ENSCAFG00000014622	ENSCAFT00000023214	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOK7	ENSCAFG00000014622	ENSCAFT00000044952	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOK7	ENSCAFG00000014622	ENSCAFT00000045517	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOPEY1	ENSCAFG00000002898	ENSCAFT00000004651	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
DOPEY1	ENSCAFG00000002898	ENSCAFT00000004654	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
DPH7	ENSCAFG00000019400	ENSCAFT00000030845	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DPP10	ENSCAFG00000004970	ENSCAFT00000008003	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DPP8	ENSCAFG00000017203	ENSCAFT00000027272	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DPP8	ENSCAFG00000017203	ENSCAFT00000027284	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DPP9	ENSCAFG00000018991	ENSCAFT00000030177	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DPY19L2	ENSCAFG00000003176	ENSCAFT00000005112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DPYSL3	ENSCAFG00000006607	ENSCAFT00000025069	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DRAM1	ENSCAFG00000007257	ENSCAFT00000011632	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DRP2	ENSCAFG00000017618	ENSCAFT00000027938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DSCAML1	ENSCAFG00000012923	ENSCAFT00000020576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DSP	ENSCAFG00000009570	ENSCAFT00000015201	protein_coding	0	2	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0
DSP	ENSCAFG00000009570	ENSCAFT00000049667	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
DST	ENSCAFG00000002413	ENSCAFT00000003820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DST	ENSCAFG00000002413	ENSCAFT00000043203	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DTNA	ENSCAFG00000017951	ENSCAFT00000028522	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
DTNA	ENSCAFG00000017951	ENSCAFT00000028525	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DTNB	ENSCAFG00000004223	ENSCAFT00000006790	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DTNB	ENSCAFG00000004223	ENSCAFT00000006795	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DTNB	ENSCAFG00000004223	ENSCAFT00000047808	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DTYMK	ENSCAFG00000013076	ENSCAFT00000020745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUS3L	ENSCAFG00000018762	ENSCAFT00000029778	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DUSP15	ENSCAFG00000031031	ENSCAFT00000045290	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DUSP15	ENSCAFG00000031031	ENSCAFT00000045399	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DVL1	ENSCAFG00000019275	ENSCAFT00000030605	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DXO	ENSCAFG00000000694	ENSCAFT00000001079	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DYNC1I1	ENSCAFG00000002143	ENSCAFT00000003385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DYNC2H1	ENSCAFG00000014962	ENSCAFT00000023808	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DYNC2H1	ENSCAFG00000014962	ENSCAFT00000043082	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DYNLL2	ENSCAFG00000017436	ENSCAFT00000027635	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DYSF	ENSCAFG00000009033	ENSCAFT00000014361	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DYSF	ENSCAFG00000009033	ENSCAFT00000049149	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DYX1C1	ENSCAFG00000015932	ENSCAFT00000025241	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DZANK1	ENSCAFG00000005425	ENSCAFT00000008727	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
EBI3	ENSCAFG00000019114	ENSCAFT00000048800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ECE1	ENSCAFG00000014920	ENSCAFT00000023718	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ECEL1	ENSCAFG00000011211	ENSCAFT00000017821	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ECHS1	ENSCAFG00000013411	ENSCAFT00000021280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EDEM2	ENSCAFG00000007932	ENSCAFT00000012686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EFCAB3	ENSCAFG00000013375	ENSCAFT00000021234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EFTUD2	ENSCAFG00000014065	ENSCAFT00000022358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EGFLAM	ENSCAFG00000018666	ENSCAFT00000029634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EGFLAM	ENSCAFG00000018666	ENSCAFT00000049741	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EGFR	ENSCAFG00000003465	ENSCAFT00000005575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EGR2	ENSCAFG00000013049	ENSCAFT00000020697	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EGR2	ENSCAFG00000013049	ENSCAFT00000043849	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EI24	ENSCAFG00000010898	ENSCAFT00000017324	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EIF2AK3	ENSCAFG00000007383	ENSCAFT00000011840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF2AK4	ENSCAFG00000008775	ENSCAFT00000014032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF3D	ENSCAFG00000001544	ENSCAFT00000002412	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF3H	ENSCAFG00000000816	ENSCAFT00000047451	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF4E3	ENSCAFG00000006445	ENSCAFT00000010403	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EIF4E3	ENSCAFG00000006445	ENSCAFT00000048967	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EIF4ENIF1	ENSCAFG00000013163	ENSCAFT00000020905	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF4G3	ENSCAFG00000014975	ENSCAFT00000023778	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF4H	ENSCAFG00000012019	ENSCAFT00000019083	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL3	ENSCAFG00000017350	ENSCAFT00000027494	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ELN	ENSCAFG00000028947	ENSCAFT00000044007	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ELOVL1	ENSCAFG00000005245	ENSCAFT00000008460	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
EMID1	ENSCAFG00000012106	ENSCAFT00000019222	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EMID1	ENSCAFG00000012106	ENSCAFT00000019225	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EML6	ENSCAFG00000002762	ENSCAFT00000004419	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EML6	ENSCAFG00000002762	ENSCAFT00000045075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENAM	ENSCAFG00000002909	ENSCAFT00000004659	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENGASE	ENSCAFG00000005545	ENSCAFT00000008931	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENOX1	ENSCAFG00000004644	ENSCAFT00000007484	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENPP6	ENSCAFG00000007793	ENSCAFT00000012456	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000034	ENSCAFG00000000034	ENSCAFT00000000052	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000000326	ENSCAFG00000000326	ENSCAFT00000000501	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000326	ENSCAFG00000000326	ENSCAFT00000044228	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000326	ENSCAFG00000000326	ENSCAFT00000047082	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000399	ENSCAFG00000000399	ENSCAFT00000000628	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000399	ENSCAFG00000000399	ENSCAFT00000042946	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000470	ENSCAFG00000000470	ENSCAFT00000047683	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000709	ENSCAFG00000000709	ENSCAFT00000046122	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000713	ENSCAFG00000000713	ENSCAFT00000001112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000733	ENSCAFG00000000733	ENSCAFT00000001136	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000000749	ENSCAFG00000000749	ENSCAFT00000001155	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000000751	ENSCAFG00000000751	ENSCAFT00000001166	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000000751	ENSCAFG00000000751	ENSCAFT00000046665	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000000801	ENSCAFG00000000801	ENSCAFT00000001248	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000000854	ENSCAFG00000000854	ENSCAFT00000013348	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000000902	ENSCAFG00000000902	ENSCAFT00000001400	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000001085	ENSCAFG00000001085	ENSCAFT00000001654	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
