# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000003577	ENSCAFG00000003577	ENSCAFT00000005742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003577	ENSCAFG00000003577	ENSCAFT00000048890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003635	ENSCAFG00000003635	ENSCAFT00000005850	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000003641	ENSCAFG00000003641	ENSCAFT00000005860	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000003642	ENSCAFG00000003642	ENSCAFT00000005861	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003642	ENSCAFG00000003642	ENSCAFT00000039627	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003650	ENSCAFG00000003650	ENSCAFT00000005870	protein_coding	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000003656	ENSCAFG00000003656	ENSCAFT00000005877	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000003668	ENSCAFG00000003668	ENSCAFT00000037531	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
ENSCAFG00000003743	ENSCAFG00000003743	ENSCAFT00000006023	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000003812	ENSCAFG00000003812	ENSCAFT00000042775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003812	ENSCAFG00000003812	ENSCAFT00000047863	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003827	ENSCAFG00000003827	ENSCAFT00000006152	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003994	ENSCAFG00000003994	ENSCAFT00000006396	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004059	ENSCAFG00000004059	ENSCAFT00000006511	pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSCAFG00000004069	ENSCAFG00000004069	ENSCAFT00000006526	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004069	ENSCAFG00000004069	ENSCAFT00000043162	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004113	ENSCAFG00000004113	ENSCAFT00000006582	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004187	ENSCAFG00000004187	ENSCAFT00000006721	pseudogene	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
ENSCAFG00000004270	ENSCAFG00000004270	ENSCAFT00000006866	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004291	ENSCAFG00000004291	ENSCAFT00000006889	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004356	ENSCAFG00000004356	ENSCAFT00000007006	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004356	ENSCAFG00000004356	ENSCAFT00000043520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004550	ENSCAFG00000004550	ENSCAFT00000007321	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000004552	ENSCAFG00000004552	ENSCAFT00000007325	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000004577	ENSCAFG00000004577	ENSCAFT00000007385	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004577	ENSCAFG00000004577	ENSCAFT00000007388	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004640	ENSCAFG00000004640	ENSCAFT00000007474	protein_coding	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	2	0
ENSCAFG00000004686	ENSCAFG00000004686	ENSCAFT00000007538	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004715	ENSCAFG00000004715	ENSCAFT00000007593	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000004716	ENSCAFG00000004716	ENSCAFT00000007594	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000004756	ENSCAFG00000004756	ENSCAFT00000007654	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004782	ENSCAFG00000004782	ENSCAFT00000007677	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004782	ENSCAFG00000004782	ENSCAFT00000007684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004782	ENSCAFG00000004782	ENSCAFT00000007708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004800	ENSCAFG00000004800	ENSCAFT00000007728	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004803	ENSCAFG00000004803	ENSCAFT00000007735	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004851	ENSCAFG00000004851	ENSCAFT00000007822	protein_coding	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000004920	ENSCAFG00000004920	ENSCAFT00000007914	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004996	ENSCAFG00000004996	ENSCAFT00000008024	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000005079	ENSCAFG00000005079	ENSCAFT00000044965	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005107	ENSCAFG00000005107	ENSCAFT00000008215	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000005159	ENSCAFG00000005159	ENSCAFT00000008312	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000005230	ENSCAFG00000005230	ENSCAFT00000008452	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005298	ENSCAFG00000005298	ENSCAFT00000008538	pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSCAFG00000005319	ENSCAFG00000005319	ENSCAFT00000008565	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005456	ENSCAFG00000005456	ENSCAFT00000008788	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000005504	ENSCAFG00000005504	ENSCAFT00000008873	protein_coding	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000005516	ENSCAFG00000005516	ENSCAFT00000008891	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005582	ENSCAFG00000005582	ENSCAFT00000008994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005599	ENSCAFG00000005599	ENSCAFT00000009017	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000005629	ENSCAFG00000005629	ENSCAFT00000009057	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005705	ENSCAFG00000005705	ENSCAFT00000009194	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000009249	protein_coding	0	0	0	9	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000009252	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000049028	protein_coding	0	0	2	9	0	0	0	0	0	0	0	3	0	6	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000049432	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005724	ENSCAFG00000005724	ENSCAFT00000009225	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000005762	ENSCAFG00000005762	ENSCAFT00000009290	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005773	ENSCAFG00000005773	ENSCAFT00000007225	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000005773	ENSCAFG00000005773	ENSCAFT00000009316	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000005812	ENSCAFG00000005812	ENSCAFT00000009364	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005851	ENSCAFG00000005851	ENSCAFT00000009437	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000005869	ENSCAFG00000005869	ENSCAFT00000009474	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000005869	ENSCAFG00000005869	ENSCAFT00000048379	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005880	ENSCAFG00000005880	ENSCAFT00000009476	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000005912	ENSCAFG00000005912	ENSCAFT00000009566	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005944	ENSCAFG00000005944	ENSCAFT00000009601	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005953	ENSCAFG00000005953	ENSCAFT00000009607	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005955	ENSCAFG00000005955	ENSCAFT00000009612	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005955	ENSCAFG00000005955	ENSCAFT00000042906	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005986	ENSCAFG00000005986	ENSCAFT00000009659	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000006021	ENSCAFG00000006021	ENSCAFT00000009707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006053	ENSCAFG00000006053	ENSCAFT00000009789	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000006064	ENSCAFG00000006064	ENSCAFT00000009812	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000006084	ENSCAFG00000006084	ENSCAFT00000009848	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006088	ENSCAFG00000006088	ENSCAFT00000009849	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006135	ENSCAFG00000006135	ENSCAFT00000009927	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000006221	ENSCAFG00000006221	ENSCAFT00000010048	protein_coding	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006281	ENSCAFG00000006281	ENSCAFT00000010186	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006327	ENSCAFG00000006327	ENSCAFT00000010232	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000006328	ENSCAFG00000006328	ENSCAFT00000010230	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSCAFG00000006355	ENSCAFG00000006355	ENSCAFT00000010269	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000006373	ENSCAFG00000006373	ENSCAFT00000010296	pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSCAFG00000006436	ENSCAFG00000006436	ENSCAFT00000010383	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000006472	ENSCAFG00000006472	ENSCAFT00000010458	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSCAFG00000006508	ENSCAFG00000006508	ENSCAFT00000010512	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000006576	ENSCAFG00000006576	ENSCAFT00000010609	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006576	ENSCAFG00000006576	ENSCAFT00000010630	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006576	ENSCAFG00000006576	ENSCAFT00000010643	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006653	ENSCAFG00000006653	ENSCAFT00000010721	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000006662	ENSCAFG00000006662	ENSCAFT00000010728	protein_coding	0	0	1	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
ENSCAFG00000006847	ENSCAFG00000006847	ENSCAFT00000011021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006847	ENSCAFG00000006847	ENSCAFT00000042777	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006856	ENSCAFG00000006856	ENSCAFT00000011030	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006899	ENSCAFG00000006899	ENSCAFT00000011082	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000006912	ENSCAFG00000006912	ENSCAFT00000011101	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000006926	ENSCAFG00000006926	ENSCAFT00000011121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006926	ENSCAFG00000006926	ENSCAFT00000011125	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007005	ENSCAFG00000007005	ENSCAFT00000011215	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000007029	ENSCAFG00000007029	ENSCAFT00000011266	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007081	ENSCAFG00000007081	ENSCAFT00000011351	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSCAFG00000007094	ENSCAFG00000007094	ENSCAFT00000011376	pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSCAFG00000007106	ENSCAFG00000007106	ENSCAFT00000011382	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000007115	ENSCAFG00000007115	ENSCAFT00000011396	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007154	ENSCAFG00000007154	ENSCAFT00000011515	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000007165	ENSCAFG00000007165	ENSCAFT00000011488	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000007165	ENSCAFG00000007165	ENSCAFT00000039603	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000007173	ENSCAFG00000007173	ENSCAFT00000011493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007194	ENSCAFG00000007194	ENSCAFT00000011527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007218	ENSCAFG00000007218	ENSCAFT00000011570	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007232	ENSCAFG00000007232	ENSCAFT00000011600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007232	ENSCAFG00000007232	ENSCAFT00000042793	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007265	ENSCAFG00000007265	ENSCAFT00000011631	protein_coding	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSCAFG00000007285	ENSCAFG00000007285	ENSCAFT00000011668	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSCAFG00000007293	ENSCAFG00000007293	ENSCAFT00000011672	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007307	ENSCAFG00000007307	ENSCAFT00000011689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007311	ENSCAFG00000007311	ENSCAFT00000011685	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007318	ENSCAFG00000007318	ENSCAFT00000011710	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007370	ENSCAFG00000007370	ENSCAFT00000011797	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007395	ENSCAFG00000007395	ENSCAFT00000011841	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007407	ENSCAFG00000007407	ENSCAFT00000011866	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007431	ENSCAFG00000007431	ENSCAFT00000011913	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007436	ENSCAFG00000007436	ENSCAFT00000011918	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007532	ENSCAFG00000007532	ENSCAFT00000012049	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000007733	ENSCAFG00000007733	ENSCAFT00000012368	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000007739	ENSCAFG00000007739	ENSCAFT00000012374	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007743	ENSCAFG00000007743	ENSCAFT00000012389	protein_coding	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000007791	ENSCAFG00000007791	ENSCAFT00000012466	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
ENSCAFG00000007811	ENSCAFG00000007811	ENSCAFT00000019394	protein_coding	0	0	2	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000007865	ENSCAFG00000007865	ENSCAFT00000012552	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000007873	ENSCAFG00000007873	ENSCAFT00000012611	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000007873	ENSCAFG00000007873	ENSCAFT00000047961	protein_coding	0	0	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000007877	ENSCAFG00000007877	ENSCAFT00000012583	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007926	ENSCAFG00000007926	ENSCAFT00000012658	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000007983	ENSCAFG00000007983	ENSCAFT00000012776	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007983	ENSCAFG00000007983	ENSCAFT00000012787	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007984	ENSCAFG00000007984	ENSCAFT00000012752	protein_coding	1	0	2	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0
ENSCAFG00000008008	ENSCAFG00000008008	ENSCAFT00000012795	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000008018	ENSCAFG00000008018	ENSCAFT00000012820	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008026	ENSCAFG00000008026	ENSCAFT00000012811	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008026	ENSCAFG00000008026	ENSCAFT00000043802	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008060	ENSCAFG00000008060	ENSCAFT00000012854	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008079	ENSCAFG00000008079	ENSCAFT00000012888	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008115	ENSCAFG00000008115	ENSCAFT00000012921	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008117	ENSCAFG00000008117	ENSCAFT00000012920	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000008126	ENSCAFG00000008126	ENSCAFT00000012933	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008126	ENSCAFG00000008126	ENSCAFT00000050208	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008189	ENSCAFG00000008189	ENSCAFT00000013017	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008255	ENSCAFG00000008255	ENSCAFT00000013096	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
